Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides
65-74,COPD with Chronic Bronchitis,2011-02-21,"advair diskus blister, with inhalation device",20538,5,3,"Initially, 100/50 worked like magic. After 2 years, side effects developed - thrush, dry mouth, hoarseness, diminished sense of taste, bone & jaw problems, broken teeth, startling increase in size of ribcage, sleep problems, allergic itching. Dr. prescribed 250/50 & everything became MUCH WORSE. Took myself off for 6 weeks, but I realized the 150 does help my breathing. So, I live with the side effects. I also use Ventolin & Atrovent. The Atrovent is great - only lasts 4 hours - but that's usually enough to get me through shopping, bank, etc. I've been on this regimen for 5 years now. Am 70 years old & was very athletic. Not so much these days. Good Luck. P.S. Beware of Pulmonologists - get a good one!!     ",3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2011-02-17,"advair diskus blister, with inhalation device",20538,5,3,really works good depending on your condition or stage ofof sickness,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2011-02-12,"advair diskus blister, with inhalation device",20538,3,3,My dad was prescribed Advair for COPD. He had taken this medicine for 2 months and got pneumonia. Due to this my dad died. Before he was taking this he was active and had a great life. Advair gave my dad pneumonia and caused his death.,1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2011-02-04,"advair diskus blister, with inhalation device",20538,1,1,"Makes me real nerveous i stay real cold,very weak headaches,eye problems",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2011-01-10,"advair diskus blister, with inhalation device",20538,4,3,Helps me breathe easier but am concerned about stomach problems. Have constant diverticulitis attacks and am wondering if this could possibily be a side effect.,3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2010-12-27,"advair diskus blister, with inhalation device",20538,3,3, ,3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2010-12-14,"advair diskus blister, with inhalation device",20538,4,2,"The price is criminal. I cant make up my mind if it is helping or not, but dont want to stop it.",3,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2010-02-06,"advair diskus blister, with inhalation device",20538,4,3,i am concerned about hoarseness,3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2010-09-12,"advair diskus blister, with inhalation device",20538,2,1,"Had no trouble breathing before I took this drug. While taking this drug, Once in a while was bringing up phlem with great difficulty, but mostly it was just a dry cough.
Difficulty breathing in a resting position.
On day 3 had pain in the kidney area and which got worse over the next 3 days.  That is when I discontinued the medication and most of the effects went away but not all.
",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2010-09-10,"advair diskus blister, with inhalation device",20538,5,5,releif from copd,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2010-09-03,"advair diskus blister, with inhalation device",20538,5,4,"constant dry mouth, i get pneu at least 1x a year, hand shakes",3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2010-09-03,"advair diskus blister, with inhalation device",20538,4,4,this treatment has worked for me to keep airways clear,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2010-07-13,"advair diskus blister, with inhalation device",20538,3,1,loss of taste buds it seems like the pressure in my eyes is out of controll,1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2010-07-10,"advair diskus blister, with inhalation device",20538,5,4, ,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
35-44,COPD with Chronic Bronchitis,2010-06-06,"advair diskus blister, with inhalation device",20538,3,5,"Taking the 500/50 twice daily for years. Insurance decided to stop it and went into resp failure and then coma. Will not stop taking even though I still freq need predisone and antibiotics about every month and half, but Advair controls a lot of breathing issues.",5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2011-04-20,advair hfa aerosol with adapter,144897,3,1,"it first worked ,,but my throat started to swell after 3 days,,and it was very gradual ,,and after the 4th day my tongue swelled as well as my epiglotis muscle( part that hangs in back of throat like a pendulum) so i quit using it,,,u must b careful its not subtle at well,,,,,,,b watchful if u r asked to use it",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2010-03-20,"advair diskus blister, with inhalation device",20538,4,4, ,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2010-03-16,"advair diskus blister, with inhalation device",20538,4,4,"I have been taking advair 500/50 for about eight years maybe more,worked very well for awhile but now eight years later iam getting many side effects from it,getting alot of respiratory problems,dry mouth,weight gain,joint pain, cough,increase eye pressure,irregular heart beat, higher blood pressure,slepping problems,low energy,anxiety,accute sinus infections,muscle pain,bronhitis more often,sore throat,heachaches,thrush,oteroporois,adnormal high pitch breathing sounds.and even right now im dealing with a yeast infection in my throat,stomach,small intestines.But it does help me breath better thats about all i can say good about it.",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2010-03-15,"advair diskus blister, with inhalation device",20538,5,5,as worked well,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2010-03-10,"advair diskus blister, with inhalation device",20538,4,4,After many years of Asthma symtoms and eventual diagnosis of COPB this medication has stabilized my breathing.,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2010-02-18,"advair diskus blister, with inhalation device",20538,5,3,"i have been on advair for about 5 years, i have ran out of advair for a couple of days now and then,i have noticed i dont get as breathless when moving around as when im taking my advair,so im not going to take it for a week and see what happens,i normally give out of breath going to the bathroom,but i noticed i dint yesterday,so maybe advair is hurting more than helping.",3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2010-02-08,"advair diskus blister, with inhalation device",20538,4,2, ,2,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2010-02-04,"advair diskus blister, with inhalation device",20538,5,1,"something felt wrong sore teeth weasing
weak fatigue cough-cold green mucous

but 
also being medicated for stent
depression bi-polar
maybe a bad reaction to advair
but don,t know witch drug it might be
",1,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2010-02-03,"advair diskus blister, with inhalation device",20538,3,4,"I makes me breath easy, but it gives me thrush.",3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2010-01-13,"advair diskus blister, with inhalation device",20538,4,4,"I am overwhelmed. I just got a call from my pharmacy and it went up $22.50 with my husbands insurane, which we have for one year. I will then be retiring and will not be able to afford.  What's the deal? Linda H.",5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2009-11-29,"advair diskus blister, with inhalation device",20538,5,4, ,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-11-27,"advair diskus blister, with inhalation device",20538,4,4,Reduced sputum but problem with hoarseness and I earn a living talking. Anyone know if the hoarseness is related to fluticasone or salmeterol?,1,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-11-24,"advair diskus blister, with inhalation device",20538,5,4,I have started having cronic sleep problems,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-11-22,"advair diskus blister, with inhalation device",20538,5,3,"It helps,but im not shere it well ",4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2009-11-19,"advair diskus blister, with inhalation device",20538,4,1, ,2,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-11-09,"advair diskus blister, with inhalation device",20538,4,4, ,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-11-06,"advair diskus blister, with inhalation device",20538,5,5,"advair is great.been using for awhile.
however,i have reached my ceiling on my
insurance and Advair without coverage is
$220.00 per disc.I cannot afford this,so i
have to wait until 01/01/10 to refill.",5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-11-02,"advair diskus blister, with inhalation device",20538,5,5, ,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-11-02,"advair diskus blister, with inhalation device",20538,5,5,i have been able to do a full days work without haveing to use my other inhaler,5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2009-10-26,"advair diskus blister, with inhalation device",20538,5,2,Just began using Advair 250/50 because ofshortness of breath that has been with me for 45 years and never before have used drugs for this condition. Have no info as to how it will affect my condition.4,3,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-09-28,"advair diskus blister, with inhalation device",20538,5,3, ,2,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2009-09-26,"advair diskus blister, with inhalation device",20538,5,2,"I had to go from the 250 to the 500 discus, I'm still having a hard time",2,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2009-09-16,"advair diskus blister, with inhalation device",20538,5,4,I have been on Advair 100/50 for several years. I don't know if there is a time limit for use.,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
35-44,COPD with Chronic Bronchitis,2009-09-14,"advair diskus blister, with inhalation device",20538,5,3,"After about a week of taking the Advair Diskus I began to get what I thought was a head cold.  A never ending stuffy and running nose.  Sneezing, congestion, sinus ache, pressure in head and face, my ears would feel like they had water in them. Itchy & scratchy throat, change in voice, fever, and I could not smell or taste anything after the first week of taking Advair Diskus.  My doctor told me I just had a cold and not to worry.  After a month of telling her of my ongoing symptoms, she said I was having an allergic reaction to the medication and that I should take ""Claritin"" to counteract the effects of the alergic reaction.  I did so for a week but found no signifigant changes.  My doctor then advised me to stop taking the Advair.  It's been 10 days since I've stopped the use of Advair.  I still cannot taste or smell but the symptoms I mentioned above are slowly diminishing, Thank God!   But now I have a cough that's developed and seems to get worse at night time.  It's a dry, non-productive cough.  I haven't had this type of cough before.  The reason I was put on Advair was because a doctor I went to said I had COPD.  The doctor I went to before this one said I had Bronchitis and gave me antibiotics and an inhaler.  I really felt fine after that.  I thought everything was ok, but followed up for a re-check a month later as the 1st doctor had advised.  I would have never thought in million years that I had COPD.  I didn't have any symptoms of anything of the nature until I got a cold in Feb. 09.  The cold went away but the cough never did.  It was my fault for waiting 3 months to seek help for this cough.  I never get sick.  At this point I don't know what to do. Something is wrong with my lungs, it feels like someone is stepping on my chest.",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-09-10,"advair diskus blister, with inhalation device",20538,3,3,vision becoming worse after starting 500 dose for last 2 months....restless sleep....headaches...joint pains,2,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-09-07,"advair diskus blister, with inhalation device",20538,4,2, ,2,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-09-06,"advair diskus blister, with inhalation device",20538,5,4,"Worked wonderful in the beginning.  After 2 months I had terrible muscle cramps, severe bone pain, hoarseness, sore throat, acid refulx, and gas.  Regular physician didn't believe Advair was the cause.  Sent me for ultra sound because he thought I had gall bladder problem and x-rays of spine and hips for bone pain.  Both didn't show any problems.  I got fed up and stopped using the Advair.  Surprise, a lot less gas and acid reflux, bone pain gone, less muscle cramps.  In the meantime he wants me to continue to use QVAR 80 mg. 2 puffs in the am and my rescue inhaler (Ventolin HFA) 2 puffs 4 times a day.  He has prescribed Symbicort because he thinks the powder caused the problems, but I'm not going to get it because it looks that the side effects are just as bad, if not worse.  I'm going to find a pulmonary specialist to see if they are any better than my regular physician.  ",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-07-15,"advair diskus blister, with inhalation device",20538,3,2,I cannot afford the price of $199.+ is there anything else I can take. My Meds cost Me $700. this Month and for the rest of the Year,1,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-07-06,"advair diskus blister, with inhalation device",20538,3,1,I'M NOT SURE IF MY PROBLEM IS FROM THIS MED. I ONLY KNOW IT STARTED ABOUT A MONTH AFTER I STARTED THE MED AND ITS DRIVING ME CRAZY. I ITCH ALL OVER. IT SEEMS A CHANGE IN BODY TEMPURTURE SETS IT OFF. RUNNING HOT WATER OVER MY SKIN TO STOP THE ITCH. I HAVE TRIED MANY MEDS FOR ITCHING BUT NONE WORK. HAS ANYONE HAD THIS PROBLEM WHILE TAKING ADVAIR? itching is one of the side effects and from what i have experianced it is the only medication that could be causing it.,1,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-06-25,"advair diskus blister, with inhalation device",20538,4,3,I have been using Advair for 2 months now and now find I have had frequent insomnia and when finally falling asleep I have had vivid dreams that reawaken me. Never had this problem so frequent since using advair diskus.,2,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2009-06-10,"advair diskus blister, with inhalation device",20538,5,3,have used this as a result of contracting pneumonia. wondering if it is still effective after 30 days. the maker has conducted no tests (so they say) of effectivness after the thirty day period. ,3,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-06-02,"advair diskus blister, with inhalation device",20538,5,4,how safe is the advair to use with my copd and also I still smoke a half pack a day.,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2009-05-26,"advair diskus blister, with inhalation device",20538,5,4, ,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-05-06,"advair diskus blister, with inhalation device",20538,5,5,Advair does help me to breath easier.  I had severe leg cramps at night.  Dr. reduced treatment to once a day.  I'm getting my sense of taste back by rinsing after each dose and brushing my tongue.,3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-04-21,"advair diskus blister, with inhalation device",20538,5,5,Taking Advair has allowed me to breath easier and live a more normal life.,3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-03-08,"advair diskus blister, with inhalation device",20538,4,1,"Immediately upon using this I nearly had complete throat closure, lost my voice for 3 days and never used again. ",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2009-03-05,"advair diskus blister, with inhalation device",20538,5,5,it has helped me alot since my lung collasp two years ago when i was told i had asthma and now i have copd i see a big improvement,5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2009-02-27,"advair diskus blister, with inhalation device",20538,5,5, ,5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-01-24,"advair diskus blister, with inhalation device",20538,4,4, ,3,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2009-01-16,"advair diskus blister, with inhalation device",20538,5,5,"Have copd and on oxygen 24 hrs a day, have been using adcair for 2 years now, it is Great, no side affects at all.",5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2009-01-13,"advair diskus blister, with inhalation device",20538,1,1,phnewmonia,1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2009-01-12,"advair diskus blister, with inhalation device",20538,4,4,"I have been using this product for over 3 years. I am just now realising that it may be the cause of all of my leg, foot, rib, & hand cramps that I have been experiencing. They seem to come when I have been real regular in my usage. I have told my family physician about the cramping more than once. He prescribed Tizanidine for the cramps. It seems to work. But why sould Ihave to take a 2nd med. just to counter the 1st one's side effects. I see the Pulmanologist next week. I will ask him for a different drug instead of the Advair, as the pain (extremely severe)is just not worth the benefit.
Thanks Web MD, and all those who have written about their experiences!!",2,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2008-12-18,"advair diskus blister, with inhalation device",20538,3,1, ,1,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2008-12-15,"advair diskus blister, with inhalation device",20538,5,4, ,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2008-12-07,"advair diskus blister, with inhalation device",20538,4,4, ,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-12-06,"advair diskus blister, with inhalation device",20538,4,4,This medication caused fungal infection in my esophagus,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-11-19,"advair diskus blister, with inhalation device",20538,5,4,This medicine works well except for the Thrush I get a lot even with rinsing well after use. Also give me a sore throat and make it hard to swallow.,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2008-11-13,"advair diskus blister, with inhalation device",20538,5,5,"I have been using Advair for 3 years. At first it work fantastic. No more shortness of breath, no more bronchits. I was very pleased. Now my joints ache and have hurt so bad at times that it makes it hard to even want to get up and walk. Not sure what to do.",2,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-11-13,"advair diskus blister, with inhalation device",20538,5,5, ,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2008-10-30,"advair diskus blister, with inhalation device",20538,4,4,clear my breathing problem with in 1 weeks,5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2008-10-28,"advair diskus blister, with inhalation device",20538,4,2, ,3,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2008-09-04,"advair diskus blister, with inhalation device",20538,5,5,"Before I started taking Advair 6 months ago I couldn't even walk up a flight of stairs without becoming out of breath. Now every muscle in my body is Very Sore. My doctor doesn't believe me either, it's very frustrating. ",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2008-08-12,"advair diskus blister, with inhalation device",20538,5,4,"Even with high blood pressure, this med has had less effect on my blood presure than others I have tried.  Does not cause any significant increase in blood pressure.",5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2008-07-19,"advair diskus blister, with inhalation device",20538,5,4,"It has been helpful, but am worried about the side effects. I am 84 yrs. of age which gives me more concern.",4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-07-05,"advair diskus blister, with inhalation device",20538,4,3,"I started using Advair Diskus in Jan, but for the last 2 or 3 weeks I have started to be wheezy and getting short of breath very easily, can't do anything like walking to far, I have to stop and rest every few minutes, doesn't seem to be helping me, just getting worse, mentioned it to my doctor yesterday but he didn't change my perscription, only gave me more of the same. Also I have been using ""ratio salbutamol HFA, which helps me breath easier.",2,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-06-10,"advair diskus blister, with inhalation device",20538,5,5, ,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2008-05-26,"advair diskus blister, with inhalation device",20538,4,1,I used this medication and it caused mouth thrush. No matter how many times I would rinse my mouth I always had severe thrush. I refused to use it any further and my doctor said I was allergeic to this medication.,1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-05-10,"advair diskus blister, with inhalation device",20538,5,5,"I have been on Advair, with Spirvia, with Astelin, with Nasacort for several years.  I always rinse.  Have not have any aide effects. I am on 8 other medications.  recently (s months ago) ended up with congestive heart failure.  It's fun trying to find a healthy balance using 11 medications. I sometimes wonder what would happen if I just quit taking them all at once. Forutnaley I am retire military and get most free at the military pharmacy",5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
 ,COPD with Chronic Bronchitis,2008-05-02,"advair diskus blister, with inhalation device",20538,5,5,"I have been using this drug for about 5 years. It works but the side effects are way too intense to justify taking the drug.
I want to quite asap. I have no energy, muscle cramps and muscle pain.  If i workout it takes 3 days to recover from it.  I gained 50 pounds on this drug, my joints hurt, my voice is horse all the time....I also feel like i have aged 20 years since i started to take this drug.

Im done not worth it......",2, ,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-04-23,"advair diskus blister, with inhalation device",20538,5,5,Advair usage increasedd to 500 2x day.  Big reduction in use of rescue inhalor.  I will continue to use this drug.,5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2008-04-18,"advair diskus blister, with inhalation device",20538,5,5,I'VE GONE FROM 4-6 WEEK INTERVALS OF SINOBRONCHITIS TO ONLY ANNUAL EXACERBATIONS,5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2008-03-20,"advair diskus blister, with inhalation device",20538,5,5,"I have used Advair for about 5 years with good results. I have also used Spiriva in conjunction with Advair 500/50 for the last 8 months and I am doing real well, FINALLY",5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-03-18,"advair diskus blister, with inhalation device",20538,5,1,"My pulmonary Dr.after 7 yrs.of serevent, and aerobid, useage with good results changed my copd inhalers to Advair 250/50 in Dec.07.The last 3 weeks i have had wheezing and mucus in my chest.He prescribed Ciprofloxacin 500 mg.twice a day for 1 week,14 pills.I finished them03/14/08.I can't see they have helped.Could you suggest what i may do?",1,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2008-03-13,"advair diskus blister, with inhalation device",20538,5,4,"I have been using Advair for 5 years. In the beginning it worked very well! 3 years into using it I started getting severe muscle spasms. They were so bad I finally asked for something to take to stop the muscle spasms, they gave me clonazepam. It took a couple of days for it to work & now I only will have a spasm every once in a while. Also I've had alot of trouble with mouth soreness & horseness since day one. Also in the five years that I have been taking Advair I have gained 50 pounds!!!! I am on my last Discus & then I refuse to takie it any more, I think its killing me.",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-03-11,"advair diskus blister, with inhalation device",20538,5,5,"Leg cramps, weight gain, high blood pressure, glaucoma, high cortisol - can't just stop or breathing is worse than before started taking",1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
35-44,COPD with Chronic Bronchitis,2008-02-13,"advair diskus blister, with inhalation device",20538,4,3,PRESCRIBED AFTER 3rd BOUT OF BRONCHITIS IN 2 MONTHS!  SOMETHING'S GOTTA WORK!  ,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2008-02-12,"advair diskus blister, with inhalation device",20538,5,5,"before using Advair I had trouble
catching my breath after exercise.",5,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
 ,COPD with Chronic Bronchitis,2008-02-11,"advair diskus blister, with inhalation device",20538,5,4, ,5, ,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2008-02-04,"advair diskus blister, with inhalation device",20538,5,4,"I am on the low dose, 100/50 twice a day. The only major problem that this drug has given me is oral thrush/ulcers on my tongue and in my throat. Eating is excruciating painful. I have found over the years that if I brush my teeth after I use this drug every time, my incidences of oral thrush/ulcers have greatly diminished. ",4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2008-01-24,"advair diskus blister, with inhalation device",20538,5,5,good results,5, ,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2008-01-22,"advair diskus blister, with inhalation device",20538,4,2, ,2,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2007-12-31,"advair diskus blister, with inhalation device",20538,5,5,without advair my breathing becomes significantly worse.,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2007-12-04,"advair diskus blister, with inhalation device",20538,5,5,"I HAVE COPD AND IT HELP A LOT.

JAMES THOMAS SHEARIN",5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2007-12-01,"advair diskus blister, with inhalation device",20538,2,1,It seems to make my condition worse. I am not sure I have COPD or Asthma. I have no problems breathing. I have to breath through my mouth. My nose is stopped up and I have a sore throat. ,1,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2007-11-10,"advair diskus blister, with inhalation device",20538,5,4, ,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,COPD with Chronic Bronchitis,2007-11-06,"advair diskus blister, with inhalation device",20538,5,4, ,4,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
45-54,COPD with Chronic Bronchitis,2007-10-25,"advair diskus blister, with inhalation device",20538,5,2,Spyriva works much better once a day and doesn't give all the side effects and problems advair does.,1,Female,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2007-10-24,"advair diskus blister, with inhalation device",20538,4,4,This medication aids in relieving the pressure off my chest. Without it there seems to be a growing hardness inside my chest. ,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
75 or over,COPD with Chronic Bronchitis,2007-10-21,"advair diskus blister, with inhalation device",20538,5,5, ,5,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
 ,COPD with Chronic Bronchitis,2007-10-19,"advair diskus blister, with inhalation device",20538,5,5, ,5, ,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
65-74,COPD with Chronic Bronchitis,2007-09-19,"advair diskus blister, with inhalation device",20538,5,4, ,4,Male,"Hoarseness, throat irritation,  headache , or  stomach  upset may occur."
55-64,Bronchospasm Prevention with COPD,2013-04-06,aclidinium bromide 400 mcg/actuation breath activated powder inhaler,162176,5,3,The only side effect I've had after taking this drug for 2 days is sleeplessness - I can't get to sleep at night. I know 2 days isn't much of a trial but it's enough to make me stop taking it for now.,3,Male, 
